analysis_scale,background_black_border_fraction,background_black_ratio,background_ratio,background_white_border_fraction,background_white_ratio,background_yellow_border_fraction,background_yellow_ratio,black_ratio,brenner,canopy_area_ratio,canopy_gray_mean,canopy_gray_std,canopy_laplacian_var,canopy_tenengrad_mean,clipped_bright_ratio,clipped_dark_ratio,exif_exposure_time,exif_fnumber,exif_iso,file_size_mb,filename,gray_entropy,gray_mean,gray_std,green_ratio,high_freq_ratio,label,laplacian_abs_mean,laplacian_var,long_line_count,max_col_brightness_jump,max_row_brightness_jump,megapixels,orig_height,orig_width,path,saturation_mean,saturation_std,shadow_ratio,tenengrad_mean,tenengrad_p10,tile_brightness_range,tile_brightness_std,tile_lap_cv,tile_lap_mean,tile_lap_min,tile_lap_p10,tile_lap_p25,tile_saturation_std,tile_shadow_max,tile_shadow_mean,too_bright_ratio,valid_area_ratio,valid_gray_mean,valid_gray_std,valid_laplacian_var,white_ratio,yellow_ratio
1.0,0.0,0.0,0.49967372051831827,0.992773261065944,0.4992733622767649,0.0027100271002710027,0.0,8.32345616535045e-07,436.5943603515625,0.4612959288311204,124.4976380879519,24.236698737156697,2094.473658921625,16819.32517881244,0.5002605241779755,0.0,,,,1.3545455932617188,codex-clipboard-290c651f-738e-492d-b947-fe22f866e2f2.png,4.556201934814453,191.4214315678728,66.46644960795618,0.4637388632156508,0.6126006841659546,,18.238894844784188,1089.223970846323,663.0,2.8407142857142844,2.68214285714285,1.201424,1262,952,C:\Users\Saputra\AppData\Local\Temp\codex-clipboard-290c651f-738e-492d-b947-fe22f866e2f2.png,47.02038997056826,48.917407244058346,1.4149875481095766e-05,9572.137976268163,0.0,19.853129216064303,5.625866697860429,0.1519739151771683,2073.112095178292,1519.062704578457,1731.7775084063258,1915.8404398294836,5.330300588249601,0.0007608282158578338,3.7237557159496175e-05,0.5051647045505999,0.4961454074498262,127.83284318741916,27.97082942117873,2038.4104243397767,0.503277777037915,0.2398154190360772
